STATE,INCOME,AGE,EDU,SEX,RACE,MARST,CHILDREN,VOTED
Georgia,39358,52,No Degree,Female,Black/Negro,"Married, spouse present",0,Did not vote
Texas,39964,30,High School,Male,White,"Married, spouse present",3,Did not vote
Missouri,22013,70,High School,Female,White,Widowed,1,Did not vote
New Jersey,76509,31,High School,Male,Black/Negro,Never married/single,3,Voted
California,82586,25,High School,Female,Asian only,Never married/single,2,Did not vote
California,53325,56,High School,Female,White,"Married, spouse present",2,Did not vote
Utah,66489,38,College,Male,White,"Married, spouse present",2,Voted
New Hampshire,85207,77,No Degree,Female,White,"Married, spouse present",3,Voted
Ohio,26872,25,College,Male,White,Never married/single,0,Did not vote
Rhode Island,54558,64,High School,Male,White,Divorced,3,Voted
Oregon,97815,31,High School,Male,White,Never married/single,1,Did not vote
Massachusetts,91026,71,College,Female,White,Widowed,1,Voted
Texas,8093,24,College,Male,White,Never married/single,2,Voted
Kansas,81685,43,College,Female,White,"Married, spouse present",2,Voted
New Mexico,92332,70,College,Female,White,"Married, spouse present",1,Voted
New York,88264,55,College,Male,White,"Married, spouse absent",0,Voted
Texas,93570,18,No Degree,Male,White,Never married/single,1,Did not vote
New Jersey,88465,55,High School,Male,White,"Married, spouse present",0,Voted
Florida,28777,71,High School,Male,White,"Married, spouse present",1,Voted
District of Columbia,208859,35,College,Female,White,"Married, spouse present",0,Voted
Texas,579413,56,High School,Female,White,Widowed,1,Voted
California,66558,28,High School,Female,White,"Married, spouse present",1,Voted
Florida,13788,72,High School,Female,White,Widowed,1,Voted
District of Columbia,64883,31,High School,Male,Black/Negro,Never married/single,0,Voted
Nebraska,36125,69,High School,Female,White,Never married/single,0,Voted
California,126464,43,High School,Female,White,"Married, spouse present",0,Voted
Texas,41276,85,High School,Female,White,Widowed,1,Voted
Florida,154413,51,College,Male,White,Divorced,2,Did not vote
California,58180,50,College,Female,Asian only,"Married, spouse present",1,Voted
North Carolina,165721,57,College,Female,White,"Married, spouse present",0,Voted
Hawaii,25624,27,High School,Female,White,"Married, spouse present",2,Did not vote
Iowa,95657,23,High School,Male,White,Never married/single,2,Did not vote
Montana,60573,48,High School,Female,White,"Married, spouse present",2,Voted
Texas,92509,61,High School,Female,White,Divorced,0,Did not vote
Tennessee,34788,20,High School,Female,White,Never married/single,0,Voted
Florida,70585,62,High School,Male,Black/Negro,Divorced,3,Voted
Hawaii,103157,35,College,Female,Asian only,"Married, spouse present",0,Voted
Minnesota,6124,74,High School,Female,White,"Married, spouse present",1,Voted
New Mexico,87879,19,High School,Female,White,Never married/single,1,Did not vote
California,49267,73,High School,Female,White,"Married, spouse present",2,Voted
Mississippi,78628,27,High School,Male,White,Never married/single,0,Did not vote
Missouri,19546,41,High School,Male,White,Never married/single,1,Voted
Mississippi,83162,21,High School,Male,Black/Negro,Never married/single,1,Did not vote
Nevada,148853,35,College,Male,White,"Married, spouse present",2,Voted
California,178745,18,High School,Male,White,Never married/single,1,Voted
Mississippi,70284,46,High School,Male,Black/Negro,Divorced,1,Voted
Tennessee,34416,33,College,Female,White,"Married, spouse present",2,Voted
Minnesota,79239,65,High School,Male,White,"Married, spouse present",1,Did not vote
Arizona,165364,39,High School,Female,White,"Married, spouse present",1,Voted
California,126649,43,College,Female,White,"Married, spouse present",1,Voted
Oregon,42013,23,High School,Female,Hawaiian/Pacific Islander only,Never married/single,2,Did not vote
Arizona,36503,76,High School,Male,White,"Married, spouse present",1,Voted
Florida,20876,85,No Degree,Male,White,Widowed,2,Voted
District of Columbia,62841,46,College,Female,Asian only,Never married/single,0,Voted
Virginia,48232,67,High School,Female,White,"Married, spouse present",2,Voted
Wyoming,60700,40,College,Female,White,Divorced,0,Did not vote
Ohio,21746,80,High School,Female,Black/Negro,Divorced,2,Did not vote
Connecticut,22615,22,High School,Female,White,Never married/single,0,Did not vote
Minnesota,87965,36,High School,Female,White,Divorced,3,Voted
Mississippi,76712,24,High School,Male,White,Divorced,1,Did not vote
Arkansas,4272,44,High School,Female,White,"Married, spouse present",1,Did not vote
Nevada,39226,37,High School,Female,White,Never married/single,2,Did not vote
Mississippi,78354,27,High School,Male,White,Never married/single,2,Did not vote
Georgia,89167,62,College,Male,White,Divorced,1,Voted
Wyoming,39803,20,High School,Female,White,Never married/single,0,Did not vote
Colorado,107143,34,College,Female,White,"Married, spouse present",2,Voted
Hawaii,5886,24,High School,Male,White,Never married/single,1,Did not vote
California,200051,85,High School,Male,White,Widowed,1,Voted
Vermont,119211,44,College,Male,White,Never married/single,0,Voted
North Dakota,34650,47,College,Male,White,Never married/single,2,Voted
Idaho,120392,50,High School,Male,White,"Married, spouse present",0,Voted
California,52765,21,High School,Female,White,Never married/single,2,Voted
Louisiana,76419,80,High School,Female,White,"Married, spouse present",3,Voted
New York,26123,54,No Degree,Male,White,Never married/single,3,Did not vote
Florida,40959,37,High School,Female,White,"Married, spouse present",0,Voted
Washington,138780,42,College,Female,White,Separated,1,Voted
Colorado,13245,38,High School,Male,White,Divorced,1,Voted
Wisconsin,13317,85,High School,Female,White,Widowed,2,Did not vote
Nebraska,23235,80,High School,Male,Black/Negro,"Married, spouse present",0,Did not vote
Pennsylvania,16749,22,High School,Female,White,Never married/single,0,Voted
Alaska,141191,40,College,Female,White-American Indian,"Married, spouse present",2,Voted
California,14276,66,No Degree,Male,White,Never married/single,0,Did not vote
Michigan,79216,27,College,Male,White,Never married/single,2,Don't know
California,144776,38,College,Male,Asian only,"Married, spouse present",0,Did not vote
Tennessee,36168,60,High School,Female,White,"Married, spouse present",3,Did not vote
Arkansas,32798,33,High School,Female,White,Never married/single,2,Did not vote
North Dakota,125958,53,High School,Female,White,"Married, spouse present",0,Voted
Illinois,191580,30,College,Female,White,"Married, spouse present",2,Did not vote
District of Columbia,14272,28,High School,Female,Black/Negro,Never married/single,2,Voted
Tennessee,16549,72,No Degree,Female,White,Widowed,3,Did not vote
Vermont,81421,76,No Degree,Female,White,"Married, spouse present",1,Did not vote
Michigan,100520,65,College,Female,White,Divorced,0,Voted
Oregon,31432,32,High School,Female,White,"Married, spouse present",0,Voted
Massachusetts,168473,30,No Degree,Female,White,Never married/single,1,Don't know
Tennessee,68654,41,High School,Male,White,Never married/single,1,Did not vote
District of Columbia,217057,35,College,Male,White,"Married, spouse present",0,Voted
Oregon,104745,26,No Degree,Male,White,Never married/single,1,Voted
Ohio,38698,41,College,Male,White,Never married/single,0,Voted
California,250605,45,College,Male,White,"Married, spouse present",0,Voted
South Carolina,52710,49,High School,Male,White,"Married, spouse present",2,Did not vote
Michigan,77095,32,College,Female,White,"Married, spouse present",2,Voted
Illinois,60529,36,College,Male,White,"Married, spouse present",1,Voted
Minnesota,20598,31,High School,Male,White,"Married, spouse present",1,Voted
Washington,205730,20,College,Female,White,Never married/single,1,Voted
Kansas,61387,63,College,Female,White,Divorced,1,Voted
Maryland,129683,18,No Degree,Male,White,Never married/single,1,Did not vote
Ohio,18204,80,High School,Female,White,"Married, spouse present",1,Voted
South Dakota,75007,66,High School,Female,White,"Married, spouse present",0,Voted
Nevada,50687,58,College,Female,White,Divorced,4,Voted
Ohio,67621,48,College,Male,White,"Married, spouse present",0,Voted
Wyoming,23510,66,High School,Female,White,Widowed,0,Voted
Delaware,229993,44,College,Female,White,"Married, spouse present",2,Voted
Hawaii,232253,25,College,Male,White,Never married/single,1,Voted
Oklahoma,54720,58,High School,Male,White,Divorced,1,Voted
Ohio,65959,80,College,Female,White,Widowed,1,Did not vote
Florida,20844,78,High School,Female,White,Widowed,1,Voted
Illinois,206951,25,College,Female,White,Never married/single,0,Voted
Florida,109909,38,High School,Female,White,"Married, spouse absent",1,Voted
Idaho,59561,59,College,Female,White,"Married, spouse present",3,Did not vote
Arkansas,6365,57,No Degree,Male,White,Separated,2,Did not vote
Illinois,129217,54,High School,Male,White,"Married, spouse present",2,Did not vote
Idaho,237532,70,College,Female,White,"Married, spouse present",4,Did not vote
Michigan,95281,49,High School,Male,White,Divorced,0,Did not vote
Nevada,173998,74,College,Male,White,Widowed,0,Voted
Louisiana,241360,35,High School,Female,White,"Married, spouse present",1,Did not vote
Minnesota,53344,65,College,Female,Asian only,"Married, spouse present",2,Voted
Oregon,82590,30,College,Female,White,Never married/single,2,Voted
Colorado,174138,54,High School,Female,White,Divorced,1,Voted
Idaho,38205,56,High School,Male,White,Divorced,0,Voted
Montana,144964,34,High School,Female,White,"Married, spouse present",2,Voted
Wyoming,43475,64,High School,Female,White,"Married, spouse present",1,Voted
Texas,96105,35,College,Female,Black/Negro,Divorced,0,Voted
Nevada,127686,19,High School,Male,White,Never married/single,0,Voted
Illinois,227231,20,High School,Female,White,Never married/single,3,Voted
Arkansas,7502,44,High School,Female,Black/Negro,Never married/single,2,Voted
Nevada,55134,60,High School,Female,Asian only,"Married, spouse present",1,Did not vote
Tennessee,82285,80,High School,Female,White,Widowed,1,Did not vote
Florida,31337,31,No Degree,Female,Black/Negro,Never married/single,1,Did not vote
Florida,61999,24,High School,Female,White,"Married, spouse present",1,Did not vote
Alabama,117098,49,College,Female,White,Divorced,1,Voted
North Carolina,191487,42,College,Female,White,"Married, spouse present",1,Voted
West Virginia,69913,62,High School,Male,White,"Married, spouse present",0,Voted
Texas,32692,51,College,Male,White,Never married/single,1,Voted
District of Columbia,177436,30,College,Female,White,Divorced,3,Did not vote
Florida,64770,20,College,Female,White,Never married/single,0,Don't know
Wyoming,94443,78,College,Male,White,Widowed,0,Voted
Louisiana,93396,34,High School,Female,White,Divorced,0,Did not vote
Pennsylvania,22465,65,College,Female,White,Never married/single,1,Voted
Illinois,125047,49,High School,Female,Asian only,"Married, spouse present",4,Did not vote
Texas,19455,24,High School,Female,White,Never married/single,2,Did not vote
Michigan,247537,50,College,Female,White,Divorced,1,Voted
Hawaii,42470,20,High School,Female,White,Never married/single,2,Did not vote
Illinois,77932,32,College,Male,White,Separated,0,Voted
California,137155,52,College,Female,White,"Married, spouse present",2,Voted
West Virginia,7360,52,No Degree,Male,White,Never married/single,1,Did not vote
Wisconsin,45234,69,College,Female,White,Never married/single,2,Voted
Connecticut,29921,35,College,Female,White,Divorced,0,Did not vote
Louisiana,31556,27,High School,Male,Black/Negro,Never married/single,0,Voted
North Carolina,25332,85,High School,Female,White,Widowed,0,Did not vote
Oklahoma,22083,41,High School,Female,American Indian/Aleut/Eskimo,"Married, spouse present",2,Did not vote
North Dakota,6449,64,High School,Male,White,Never married/single,0,Voted
Texas,39340,85,College,Female,White,Widowed,2,Voted
Texas,26376,36,High School,Female,White,"Married, spouse present",1,Voted
Rhode Island,301222,51,High School,Female,White,"Married, spouse present",2,Voted
Montana,41131,85,High School,Female,White,"Married, spouse present",1,Voted
North Carolina,20878,80,High School,Male,White,Divorced,2,Voted
Oregon,72062,49,High School,Male,White,"Married, spouse present",2,Voted
New York,48197,50,College,Female,Asian only,"Married, spouse present",2,Did not vote
Texas,9515,19,High School,Male,White,"Married, spouse present",0,Did not vote
Utah,138277,55,High School,Female,White,"Married, spouse present",2,Voted
California,50374,21,High School,Female,White,Never married/single,1,Voted
California,44941,79,College,Female,White,"Married, spouse present",2,Voted
Illinois,148166,40,College,Female,White,"Married, spouse present",0,Did not vote
Louisiana,10895,69,No Degree,Female,Black/Negro,Divorced,2,Did not vote
Delaware,66559,71,High School,Male,White,"Married, spouse present",2,Did not vote
Ohio,71744,64,High School,Female,White,"Married, spouse present",3,Voted
Pennsylvania,46853,45,High School,Female,White,Divorced,2,Voted
Louisiana,148886,76,No Degree,Female,White,Widowed,2,Voted
